"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"07738","NJ","New York-Newark-Jersey City","Monmouth County","Middletown Township",11361,2628.98,-0.0174,-0.0167,0.2785,2366
2019-10-31,"43143","OH","Columbus","Madison County","Mount Sterling",11362,999.07,-0.0016,0.0044,0.0159,1949
2019-10-31,"45416","OH","Dayton","Montgomery County","Trotwood",11363,748.84,0.0278,0.0412,-0.0105,2652
2019-10-31,"30457","GA",,"Treutlen County","Soperton",11364,939.75,0.0052,-0.003,-0.0298,1694
2019-10-31,"66211","KS","Kansas City","Johnson County","Leawood",11365,1591.93,-0.0093,-0.0218,0.015,2090
2019-10-31,"62951","IL","Carbondale-Marion","Williamson County","Johnston City",11366,720.84,-0.0438,-0.0341,-0.0804,2238
2019-10-31,"37665","TN","Kingsport-Bristol-Bristol","Sullivan County","Kingsport",11367,801.02,0.0074,0.0303,0.0427,2222
2019-10-31,"64058","MO","Kansas City","Jackson County","Sugar Creek",11368,988.11,0.0095,0.0077,0.0096,2570
2019-10-31,"37357","TN","McMinnville","Warren County","Morrison",11369,678.96,-0.0462,-0.0488,-0.0929,1806
2019-10-31,"37687","TN","Johnson City","Carter County","Roan Mountain",11370,801.37,-0.0008,-0.0018,0.096,1940
2019-10-31,"66018","KS","Kansas City","Johnson County","De Soto",11371,1457.05,0.0053,-0.0064,-0.0087,2005
2019-10-31,"48070","MI","Detroit-Warren-Dearborn","Oakland County","Huntington Woods",11372,2388.9,-0.0021,0.0051,-0.0109,2585
2019-10-31,"52040","IA","Dubuque","Dubuque County","Dyersville",11373,994.64,0.0108,-0.0474,0.0153,2236
2019-10-31,"28391","NC","Fayetteville","Cumberland County","Stedman",11374,965.25,0.0016,0.0163,-0.0017,1705
2019-10-31,"64865","MO","Joplin","Newton County","Seneca",11375,888.56,0.0315,0.0579,0.0226,2113
2019-10-31,"43526","OH","Defiance","Defiance County","Hicksville",11376,946.48,0.0045,0.0117,0.0379,2259
2019-10-31,"43947","OH","Wheeling","Belmont County","Shadyside",11377,1047.51,-0.0441,-0.0577,-0.028,1983
2019-10-31,"64067","MO","Kansas City","Lafayette County","Lexington",11378,870.09,0.0134,0.0201,0.0187,2651
2019-10-31,"92003","CA","San Diego-Carlsbad","San Diego County","Bonsall",11379,2599.25,0.0091,0.0176,0.0269,1791
2019-10-31,"20769","MD","Washington-Arlington-Alexandria","Prince Georges County","Glenn Dale",11380,1851.15,-0.0101,0.005,0.0522,2378
2019-10-31,"14011","NY",,"Wyoming County","Town of Attica",11381,1362.6,-0.0139,-0.0023,-0.0035,2077
2019-10-31,"24244","VA","Big Stone Gap","Wise County","Big Stone Gap",11382,909.55,-0.0047,-0.0116,0.0466,1481
2019-10-31,"75860","TX",,"Freestone County","Teague",11383,1174.7,0.0017,0.0142,-0.0029,1810
2019-10-31,"30292","GA","Atlanta-Sandy Springs-Roswell","Pike County","Williamson",11384,1190.91,0.0194,0.0198,0.0235,2254
2019-10-31,"22727","VA",,"Madison County","Madison",11385,1385.44,0.014,0.0128,0.0329,2170
2019-10-31,"38126","TN","Memphis","Shelby County","Memphis",11386,710.85,0.032,0.0499,0.0493,1088
2019-10-31,"48363","MI","Detroit-Warren-Dearborn","Oakland County","Oakland",11387,2590.97,0.0182,0.0069,-0.0436,2648
2019-10-31,"76073","TX","Dallas-Fort Worth-Arlington","Wise County","Paradise",11388,1301.49,-0.009,-0.0093,0.0233,1700
2019-10-31,"65565","MO",,"Crawford County","Steelville",11389,810.25,-0.0025,-0.0005,0.0079,1591
2019-10-31,"10607","NY","New York-Newark-Jersey City","Westchester County","Town Of Greenburgh",11390,2706.91,0.0013,0.0102,0.0208,2088
2019-10-31,"32440","FL",,"Jackson County","Graceville",11391,866.68,-0.0813,-0.1147,0.0231,1506
2019-10-31,"50047","IA","Des Moines-West Des Moines","Warren County","Carlisle",11392,1029.69,0.0672,0.0561,-0.063,2227
2019-10-31,"32202","FL","Jacksonville","Duval County","Jacksonville",11393,1079.77,0.0382,0.0125,0.0528,1314
2019-10-31,"29142","SC","Orangeburg","Orangeburg County","Santee",11394,883.71,0.0357,0.0828,0.1209,1692
2019-10-31,"49247","MI","Adrian","Lenawee County","Hudson",11395,858.74,-0.02,-0.0054,-0.0363,1033
2019-10-31,"97391","OR","Newport","Lincoln County","Toledo",11396,1439.83,0.0011,0.0103,-0.006,1756
2019-10-31,"19520","PA","Philadelphia-Camden-Wilmington","Chester County","Warwick Township",11397,1556.66,-0.013,-0.0029,-0.0142,2178
2019-10-31,"83455","ID","Jackson","Teton County","Victor",11398,1337.68,0.0438,0.0366,0.0438,2350
2019-10-31,"11096","NY","New York-Newark-Jersey City","Nassau County","Inwood",11399,2625.52,0.0221,0.0391,0.0254,1761
2019-10-31,"24277","VA",,"Lee County","Pennington Gap",11400,861.6,-0.0277,-0.0588,0.0182,1531
2019-10-31,"47353","IN","Cincinnati","Union County","Liberty",11401,975.44,0.0139,0.0373,0.1858,2336
2019-10-31,"46936","IN","Kokomo","Howard County","Greentown",11402,851.56,0.0007,-0.0005,-0.0667,2267
2019-10-31,"26525","WV","Morgantown","Preston County","Kingwood",11403,936.06,-0.0311,-0.0319,-0.0225,2222
2019-10-31,"45311","OH",,"Preble County","Camden",11404,1010.29,0.0067,0.0115,0.0188,2043
2019-10-31,"51041","IA",,"Sioux County","Orange City",11405,975.04,0.0243,0.02,0.0265,2131
2019-10-31,"25387","WV","Charleston","Kanawha County","Charleston",11406,693.74,0.0316,0.0416,-0.0507,2320
2019-10-31,"36251","AL",,"Clay County","Ashland",11407,896.69,0.0381,0.0604,-0.0332,1301
2019-10-31,"97352","OR","Salem","Marion County","Jefferson",11408,1478.78,0.0145,0.0205,0.0801,1128
2019-10-31,"90010","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",11409,3302.64,0.019,0.0115,0.0115,1167
2019-10-31,"63764","MO","Cape Girardeau","Bollinger County","Marble Hill",11410,772.77,-0.0186,-0.0085,-0.006,1876
2019-10-31,"98936","WA","Yakima","Yakima County","Moxee",11411,1254.67,0.0157,0.0415,0.0391,1948
2019-10-31,"01969","MA","Boston-Cambridge-Newton","Essex County","Rowley",11412,1950.58,0.0047,0.0342,0.0351,2131
2019-10-31,"20141","VA","Washington-Arlington-Alexandria","Loudoun County","Round Hill",11413,2175.64,-0.0301,-0.0267,-0.0148,2648
2019-10-31,"44021","OH","Cleveland-Elyria","Geauga County","Burton",11414,1253.63,0.0183,0.0458,0.0409,2107
2019-10-31,"17931","PA","Pottsville","Schuylkill County","Frackville",11415,829.41,0.0509,0.1114,0.0886,2363
2019-10-31,"37098","TN","Nashville-Davidson--Murfreesboro--Franklin","Hickman County","Lyles",11416,1006.02,0.0055,0.0135,0.0178,1839
2019-10-31,"03873","NH","Boston-Cambridge-Newton","Rockingham County","Sandown",11417,1755,-0.0064,-0.0023,0.0137,2697
2019-10-31,"35978","AL","Fort Payne","De Kalb County","Henagar",11418,879.48,0.009,0.0245,-0.0294,1544
2019-10-31,"31305","GA","Brunswick","McIntosh County","Darien",11419,1174.19,-0.0075,0.0096,-0.0254,2017
2019-10-31,"32732","FL","Orlando-Kissimmee-Sanford","Seminole County","Geneva",11420,1759.89,0.0039,0.0186,0.0094,1783
2019-10-31,"17360","PA","York-Hanover","York County","Springfield Township",11421,1197.36,-0.0168,-0.0226,-0.0239,2263
2019-10-31,"67665","KS",,"Russell County","Russell",11422,846.53,-0.0119,-0.0093,0.0136,2550
2019-10-31,"64053","MO","Kansas City","Jackson County","Independence",11423,804.08,0.0048,0.0111,-0.0278,2423
2019-10-31,"07401","NJ","New York-Newark-Jersey City","Bergen County","Allendale",11424,2060.42,-0.0069,0.0059,0.0382,2378
2019-10-31,"20115","VA","Washington-Arlington-Alexandria","Fauquier County","Marshall",11425,1618.62,0.0085,0.0235,-0.0467,2725
2019-10-31,"02109","MA","Boston-Cambridge-Newton","Suffolk County","Boston",11426,3007.63,0.0129,0.0201,0.0774,2175
2019-10-31,"17579","PA","Lancaster","Lancaster County","Strasburg Township",11427,1163.49,0.0184,0.0221,0.0072,2393
2019-10-31,"38483","TN","Lawrenceburg","Lawrence County","Summertown",11428,966.61,-0.0199,0.0046,0.0423,1745
2019-10-31,"37818","TN","Greeneville","Greene County","Mosheim",11429,797.69,0.0282,0.0374,0.0344,1840
2019-10-31,"12446","NY","Kingston","Ulster County","Town of Rochester",11430,1586.62,0.04,0.0491,-0.0022,2320
2019-10-31,"89501","NV","Reno","Washoe County","Reno",11431,1768.78,0.0227,0.0284,0.0411,1495
2019-10-31,"83211","ID",,"Power County","American Falls",11432,1068.41,0.0273,0.0506,0.0743,1474
2019-10-31,"85034","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",11433,1371.57,0.0243,0.043,0.0898,1237
2019-10-31,"92549","CA","Riverside-San Bernardino-Ontario","Riverside County","Idyllwild",11434,1794.61,0.0077,0.0156,-0.0334,4011
2019-10-31,"42366","KY","Owensboro","Daviess County","Philpot",11435,917.31,0.0277,-0.0306,-0.0929,2133
2019-10-31,"64062","MO","Kansas City","Ray County","Lawson",11436,808.28,0.0175,0.0146,-0.0143,2718
2019-10-31,"08518","NJ","Philadelphia-Camden-Wilmington","Burlington County","Florence Township",11437,1528.86,0.0029,0.0088,0.0138,2318
2019-10-31,"28366","NC",,"Sampson County","Newton Grove",11438,1136.15,0.0152,0.0258,0.0443,1000
2019-10-31,"14590","NY","Rochester","Wayne County","Red Creek",11439,928.33,-0.049,-0.0409,-0.0218,2131
2019-10-31,"17370","PA","York-Hanover","York County","Newberry Township",11440,1117.19,0.0169,0.039,0.0184,2098
2019-10-31,"37645","TN","Kingsport-Bristol-Bristol","Hawkins County","Mount Carmel",11441,955.77,-0.002,-0.0196,-0.0314,2301
2019-10-31,"40013","KY","Bardstown","Nelson County","Coxs Creek",11442,1087.32,0.0104,0.0248,0.0156,2108
2019-10-31,"27837","NC","Greenville","Pitt County","Grimesland",11443,1056.55,-0.0193,-0.0037,0.0038,1732
2019-10-31,"24586","VA","Danville","Pittsylvania County","Ringgold",11444,1152.92,0.0534,0.0599,0.0574,1753
2019-10-31,"75692","TX","Marshall","Harrison County","Waskom",11445,871.74,-0.0217,0.0129,-0.0109,1429
2019-10-31,"25045","WV","Charleston","Kanawha County","Clendenin",11446,751.17,0.0037,0.0006,-0.0527,1892
2019-10-31,"35462","AL",,"Greene County","Eutaw",11447,947.75,0.0191,0.04,0.0619,1098
2019-10-31,"42256","KY",,"Logan County","Lewisburg",11448,880.57,0.0145,0.0165,0.0303,1652
2019-10-31,"32130","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","De Leon Springs",11449,1305.39,0.019,0.0267,0.0108,1772
2019-10-31,"81323","CO",,"Montezuma County","Dolores",11450,1158.23,0.0206,0.024,0.0576,2122
2019-10-31,"97392","OR","Salem","Marion County","Turner",11451,1496.52,-0.0087,0.0022,0.1457,1084
2019-10-31,"68818","NE","Grand Island","Hamilton County","Aurora",11452,1063.92,-0.0139,-0.0133,-0.0269,2057
2019-10-31,"23089","VA","Richmond","New Kent County","Lanexa",11453,1468.16,0.016,0.0294,0.0299,2384
2019-10-31,"75831","TX",,"Leon County","Buffalo",11454,1221.57,-0.0244,-0.0181,0.0277,1715
2019-10-31,"19074","PA","Philadelphia-Camden-Wilmington","Delaware County","Norwood",11455,1320.96,0.0283,0.0541,0.0535,1940
2019-10-31,"30557","GA",,"Franklin County","Martin",11456,1131.13,-0.0217,-0.0186,0.0162,2386
2019-10-31,"37887","TN","Knoxville","Morgan County","Wartburg",11457,987.79,-0.0001,-0.0023,0.0392,1571
2019-10-31,"98245","WA",,"San Juan County","Eastsound",11458,1883.87,-0.0084,-0.0147,0.0172,2773
2019-10-31,"02822","RI","Providence-Warwick","Washington County","Exeter",11459,1542.63,-0.0082,-0.0157,0.0001,2225
2019-10-31,"08007","NJ","Philadelphia-Camden-Wilmington","Camden County","Barrington",11460,1337.76,-0.0029,-0.0146,-0.0178,1671
2019-10-31,"98281","WA","Bellingham","Whatcom County","Point Roberts",11461,1637.24,0.0475,0.0834,0.0361,1793
2019-10-31,"56474","MN","Brainerd","Cass County","Pine River",11462,1042.98,-0.0502,-0.0829,-0.0166,1746
2019-10-31,"49270","MI","Monroe","Monroe County","Petersburg",11463,1104.23,0.0246,0.0163,0.1546,1060
2019-10-31,"61873","IL","Champaign-Urbana","Champaign County","Saint Joseph",11464,1051.62,0.001,-0.0329,0.0698,1875
2019-10-31,"01534","MA","Worcester","Worcester County","Northbridge",11465,1424.97,-0.0207,-0.0158,0.006,2300
2019-10-31,"63127","MO","St. Louis","Saint Louis County","Sunset Hills",11466,1406.61,-0.0196,-0.0306,-0.0766,1984
2019-10-31,"43756","OH",,"Morgan County","McConnelsville",11467,891.32,0.0144,0.0132,-0.0087,1894
2019-10-31,"14512","NY","Rochester","Ontario County","Town of Naples",11468,1239.86,-0.0044,-0.0397,-0.0707,2164
2019-10-31,"19405","PA","Philadelphia-Camden-Wilmington","Montgomery County","Bridgeport",11469,1505.28,0.0202,0.0388,0.0403,1835
2019-10-31,"14108","NY","Buffalo-Cheektowaga-Niagara Falls","Niagara County","Olcott",11470,950.81,-0.033,-0.0281,0.017,2019
2019-10-31,"42206","KY",,"Logan County","Auburn",11471,878.73,-0.0022,0.0044,0.0235,1772
2019-10-31,"17233","PA",,"Fulton County","Ayr Township",11472,1012.55,-0.0006,0.0076,-0.071,1786
2019-10-31,"75640","TX","Longview","Upshur County","Diana",11473,1230.47,-0.0157,0.0408,0.0241,1009
2019-10-31,"08344","NJ","Philadelphia-Camden-Wilmington","Gloucester County","Franklin Township",11474,1469.56,-0.0008,-0.0446,-0.0457,2199
2019-10-31,"01035","MA","Springfield","Hampshire County","Hadley",11475,1853.19,-0.0215,-0.0585,-0.0483,1923
2019-10-31,"39422","MS","Laurel","Jasper County","Bay Springs",11476,854.53,-0.0177,-0.0001,-0.0801,1362
2019-10-31,"62254","IL","St. Louis","Saint Clair County","Lebanon",11477,840.62,0.0072,-0.0138,-0.0418,1979
2019-10-31,"14303","NY","Buffalo-Cheektowaga-Niagara Falls","Niagara County","Niagara Falls",11478,737.34,0.046,0.0663,0.0296,2334
2019-10-31,"21826","MD","Salisbury","Wicomico County","Fruitland",11479,1094.74,-0.0492,-0.0492,-0.0091,2007
2019-10-31,"07757","NJ","New York-Newark-Jersey City","Monmouth County","Oceanport",11480,2337.46,-0.0074,-0.0062,0.0317,2282
2019-10-31,"26704","WV","Winchester","Hampshire County","Augusta",11481,990.77,-0.0126,-0.0249,-0.0134,2264
2019-10-31,"43793","OH",,"Monroe County","Woodsfield",11482,904.18,0.0226,0.022,0.0031,1749
2019-10-31,"53559","WI","Madison","Dane County","Marshall",11483,1415.63,-0.0056,0.0279,0.0548,1071
2019-10-31,"77879","TX","College Station-Bryan","Burleson County","Somerville",11484,1227.59,0.0036,0.0026,-0.0052,1704
2019-10-31,"25703","WV","Huntington-Ashland","Cabell County","Huntington",11485,795.69,0.0093,0.0027,0.0311,1487
2019-10-31,"22821","VA","Harrisonburg","Rockingham County","Dayton",11486,1189.68,0.009,-0.0085,0.0637,1734
2019-10-31,"49106","MI","Niles-Benton Harbor","Berrien County","Lake",11487,1249.04,0.0059,0.0418,0.0486,1152
2019-10-31,"04282","ME","Lewiston-Auburn","Androscoggin County","Turner",11488,1087.59,0.0231,-0.0286,0.0222,1775
2019-10-31,"22923","VA","Charlottesville","Greene County","Barboursville",11489,1496.51,0.0025,0.0128,0.0072,2041
2019-10-31,"61088","IL","Rockford","Winnebago County","Winnebago",11490,976.99,0.0026,-0.035,0.0013,1902
2019-10-31,"14727","NY",,"Allegany County","Town of Cuba",11491,1226.57,-0.0173,-0.0019,0.0016,2202
2019-10-31,"01983","MA","Boston-Cambridge-Newton","Essex County","Topsfield",11492,2060.63,0.0191,0.0353,0.0123,2179
2019-10-31,"93501","CA","Bakersfield","Kern County","Mojave",11493,1155.4,0.0121,0.0267,0.0415,1323
2019-10-31,"20837","MD","Washington-Arlington-Alexandria","Montgomery County","Poolesville",11494,1799.32,0.013,0.0093,-0.0316,2301
2019-10-31,"47932","IN",,"Fountain County","Covington",11495,995.12,0.01,0.0131,0.0879,2122
2019-10-31,"39071","MS","Jackson","Madison County","Flora",11496,1602.61,-0.0044,-0.0334,0.0572,1480
2019-10-31,"65483","MO",,"Texas County","Houston",11497,809.78,0.0077,0.0174,0.0206,2244
2019-10-31,"45323","OH","Springfield","Clark County","Enon",11498,937.18,0.0372,0.0488,0.0452,2005
2019-10-31,"98576","WA","Olympia-Tumwater","Thurston County","Rainier",11499,1561.16,-0.0081,0.0104,0.0227,1701
2019-10-31,"47635","IN",,"Spencer County","Rockport",11500,919.62,-0.0069,-0.0001,0.0446,2044
2019-10-31,"66713","KS",,"Cherokee County","Baxter Springs",11501,797.25,0.0068,0.0209,-0.0016,2142
2019-10-31,"98047","WA","Seattle-Tacoma-Bellevue","King County","Pacific",11502,1826.51,-0.0028,0.0152,-0.0151,1721
2019-10-31,"25510","WV","Huntington-Ashland","Cabell County","Culloden",11503,826.88,0.0074,0.0091,-0.0477,1743
2019-10-31,"35961","AL","Fort Payne","De Kalb County","Collinsville",11504,863.09,0.0122,0.0321,0.008,1144
2019-10-31,"02837","RI","Providence-Warwick","Newport County","Little Compton",11505,2114.74,0.0181,0.0241,0.096,2136
2019-10-31,"42553","KY","Somerset","Pulaski County","Science Hill",11506,737.16,0.0094,-0.0301,-0.0748,1777
2019-10-31,"37324","TN","Tullahoma-Manchester","Franklin County","Decherd",11507,998.75,0.0278,0.0438,0.0209,1881
2019-10-31,"04079","ME","Portland-South Portland","Cumberland County","Harpswell",11508,1721.82,-0.0191,-0.0092,-0.0238,3368
2019-10-31,"11024","NY","New York-Newark-Jersey City","Nassau County","Great Neck",11509,3329.47,-0.0195,-0.0174,-0.0765,2786
2019-10-31,"78543","TX","McAllen-Edinburg-Mission","Hidalgo County","Elsa",11510,805.58,-0.0023,-0.0112,-0.0146,1680
2019-10-31,"50226","IA","Des Moines-West Des Moines","Polk County","Polk City",11511,1153.76,0.0096,0.0245,0.0537,2421
2019-10-31,"06791","CT","Torrington","Litchfield County","Harwinton",11512,1367.93,0.0309,0.0288,-0.0216,2458
2019-10-31,"35581","AL",,"Franklin County","Phil Campbell",11513,850.17,0.0293,0.0339,-0.0189,1595
2019-10-31,"65747","MO","Branson","Stone County","Shell Knob",11514,847.1,-0.018,-0.0541,-0.0052,2497
2019-10-31,"68352","NE",,"Jefferson County","Fairbury",11515,878.65,-0.0029,0.0046,-0.0042,2255
2019-10-31,"10004","NY","New York-Newark-Jersey City","New York County","New York",11516,3998.9,0.0003,0.0094,0.0664,2159
2019-10-31,"17007","PA","Harrisburg-Carlisle","Cumberland County","Boiling Springs",11517,1372.72,0.0182,-0.0069,0.012,2122
2019-10-31,"36726","AL",,"Wilcox County","Camden",11518,914.38,0,0.0137,0.0283,1222
2019-10-31,"44606","OH","Wooster","Wayne County","Apple Creek",11519,865.2,0.0104,0.0845,0.0646,1784
2019-10-31,"66725","KS",,"Cherokee County","Columbus",11520,803.76,-0.0032,-0.0009,-0.0046,2195
2019-10-31,"21754","MD","Washington-Arlington-Alexandria","Frederick County","Ijamsville",11521,2002.76,-0.0152,-0.0074,0.0685,2425
2019-10-31,"17314","PA","York-Hanover","York County","Peach Bottom Township",11522,1017.04,0.0202,0.0083,-0.0144,2139
2019-10-31,"35442","AL","Tuscaloosa","Pickens County","Aliceville",11523,892.65,0.0287,0.0516,0.0228,1235
2019-10-31,"14432","NY","Rochester","Ontario County","Clifton Springs",11524,1062.8,-0.0297,0,-0.0269,1569
2019-10-31,"60480","IL","Chicago-Naperville-Elgin","Cook County","Willow Springs",11525,1426.84,-0.0054,-0.0041,-0.0535,2524
2019-10-31,"06354","CT","Worcester","Windham County","Plainfield",11526,1196.65,-0.0021,0.0038,0.067,1987
2019-10-31,"28073","NC","Shelby","Cleveland County","Grover",11527,861.39,0.0325,0.0629,0.0352,1548
2019-10-31,"12962","NY","Plattsburgh","Clinton County","Town Of Schuyler Falls",11528,1578.72,-0.005,0.0123,-0.0601,2082
2019-10-31,"35550","AL","Birmingham-Hoover","Walker County","Cordova",11529,839.1,0.0377,0.0626,-0.0126,1486
2019-10-31,"01719","MA","Boston-Cambridge-Newton","Middlesex County","Boxboro",11530,2574.96,-0.0053,0.0122,0.0352,2215
2019-10-31,"04260","ME","Portland-South Portland","Cumberland County","New Gloucester",11531,1645.9,0.0167,0.021,-0.0123,2305
2019-10-31,"95665","CA",,"Amador County","Pine Grove",11532,1544.81,0.0262,0.034,0.0922,1852
2019-10-31,"65648","MO","Springfield","Greene County","Fair Grove",11533,822.24,0.0165,0.0335,0.0459,2006
2019-10-31,"93434","CA","Santa Maria-Santa Barbara","Santa Barbara County","Guadalupe",11534,1911.97,0.0122,0.0336,0.0707,1499
2019-10-31,"66064","KS","Kansas City","Miami County","Osawatomie",11535,795.57,-0.008,-0.0128,-0.1883,2253
2019-10-31,"49343","MI","Grand Rapids-Wyoming","Kent County","Sand Lake",11536,1312.89,-0.0016,0.0046,0.1229,1312
2019-10-31,"14568","NY","Rochester","Wayne County","Town Of Walworth",11537,1204.46,0.0912,0.1017,0.0846,2653
2019-10-31,"17578","PA","Lancaster","Lancaster County","Reamstown",11538,1137.11,0.0265,0.0573,0.0159,2335
2019-10-31,"18066","PA","Allentown-Bethlehem-Easton","Lehigh County","Lynn Township",11539,1327.74,0.0216,0.0375,0.016,2385
2019-10-31,"30739","GA","Chattanooga","Walker County","Rock Spring",11540,1069.62,0.0055,0.0374,0.1293,2185
2019-10-31,"47041","IN",,"Ripley County","Sunman",11541,999.27,0.0079,0.0203,0.047,2551
2019-10-31,"95709","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County","Camino",11542,2028.28,-0.0085,0.0058,0.0186,1872
2019-10-31,"07739","NJ","New York-Newark-Jersey City","Monmouth County","Little Silver",11543,2698.73,-0.0464,-0.033,-0.0489,2463
